,Seed query,Entry,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function),Topological domain,Transmembrane,Subcellular location [CC],Intramembrane
14,,A0A8V8P1G2,A0A8V8P1G2_HUMAN,Cytochrome p450 oxidoreductase,POR,Homo sapiens (Human),208,,membrane [GO:0016020],membrane [GO:0016020]; FMN binding [GO:0010181],FMN binding [GO:0010181],,"TRANSMEM 20..43; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,
15,,A0A8V8P672,A0A8V8P672_HUMAN,Cytochrome p450 oxidoreductase,POR,Homo sapiens (Human),143,,membrane [GO:0016020],membrane [GO:0016020]; FMN binding [GO:0010181],FMN binding [GO:0010181],,"TRANSMEM 20..43; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,
16,,A0A8V8PBF2,A0A8V8PBF2_HUMAN,Cytochrome p450 oxidoreductase,POR,Homo sapiens (Human),186,,membrane [GO:0016020],membrane [GO:0016020]; FMN binding [GO:0010181],FMN binding [GO:0010181],,"TRANSMEM 20..43; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,
17,,C9JDE2,C9JDE2_HUMAN,Cytochrome p450 oxidoreductase,POR,Homo sapiens (Human),54,,,,,,,,
18,,C9JQ78,C9JQ78_HUMAN,Cytochrome p450 oxidoreductase,POR,Homo sapiens (Human),36,,,,,,,,
19,,C9JU80,C9JU80_HUMAN,Cytochrome p450 oxidoreductase,POR,Homo sapiens (Human),108,,,FMN binding [GO:0010181],FMN binding [GO:0010181],,,,
20,,E7EMD0,E7EMD0_HUMAN,NADPH--hemoprotein reductase (EC 1.6.2.4),POR,Homo sapiens (Human),418,,,oxidoreductase activity [GO:0016491],oxidoreductase activity [GO:0016491],,,,
21,,E7EWU0,E7EWU0_HUMAN,Cytochrome p450 oxidoreductase,POR,Homo sapiens (Human),98,,membrane [GO:0016020],membrane [GO:0016020],,,"TRANSMEM 20..43; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,
0,"(gene:""CYP2A7"")",P20853,CP2A7_HUMAN,Cytochrome P450 2A7 (EC 1.14.14.1) (CYPIIA7) (Cytochrome P450 IIA4),CYP2A7,Homo sapiens (Human),494,coumarin metabolic process [GO:0009804]; epoxygenase P450 pathway [GO:0019373]; xenobiotic metabolic process [GO:0006805],cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231],"cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; arachidonic acid epoxygenase activity [GO:0008392]; aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]; oxygen binding [GO:0019825]; coumarin metabolic process [GO:0009804]; epoxygenase P450 pathway [GO:0019373]; xenobiotic metabolic process [GO:0006805]","arachidonic acid epoxygenase activity [GO:0008392]; aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]; oxygen binding [GO:0019825]",,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Peripheral membrane protein. Microsome membrane; Peripheral membrane protein.,
1,,B7ZKR0,B7ZKR0_HUMAN,Cytochrome P450 (EC 1.14.14.1),CYP2A7,Homo sapiens (Human),494,,endoplasmic reticulum membrane [GO:0005789],"endoplasmic reticulum membrane [GO:0005789]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]","heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]",,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368053}. Microsome membrane {ECO:0000256|RuleBase:RU368053}.,
2,,F8W816,F8W816_HUMAN,Cytochrome P450 family 2 subfamily A member 7,CYP2A7,Homo sapiens (Human),443,,,"heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]","heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",,,,
3,,Q17RW7,Q17RW7_HUMAN,Cytochrome P450 (EC 1.14.14.1),CYP2A7,Homo sapiens (Human),494,,endoplasmic reticulum membrane [GO:0005789],"endoplasmic reticulum membrane [GO:0005789]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]","heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]",,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368053}. Microsome membrane {ECO:0000256|RuleBase:RU368053}.,
4,,M0R020,M0R020_HUMAN,Cytochrome P450 family 2 subfamily A member 7,CYP2A7,Homo sapiens (Human),80,,membrane [GO:0016020],"membrane [GO:0016020]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]","heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",,"TRANSMEM 6..24; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,
0,"(gene:""SULT1A1"")",P50225,ST1A1_HUMAN,Sulfotransferase 1A1 (ST1A1) (EC 2.8.2.1) (Aryl sulfotransferase 1) (HAST1/HAST2) (Phenol sulfotransferase 1) (Phenol-sulfating phenol sulfotransferase 1) (P-PST 1) (ST1A3) (Thermostable phenol sulfotransferase) (Ts-PST),SULT1A1 STP STP1 OK/SW-cl.88,Homo sapiens (Human),295,3'-phosphoadenosine 5'-phosphosulfate metabolic process [GO:0050427]; amine metabolic process [GO:0009308]; catecholamine metabolic process [GO:0006584]; estrogen metabolic process [GO:0008210]; ethanol catabolic process [GO:0006068]; flavonoid metabolic process [GO:0009812]; sulfation [GO:0051923]; xenobiotic metabolic process [GO:0006805],cytoplasm [GO:0005737]; cytosol [GO:0005829],cytoplasm [GO:0005737]; cytosol [GO:0005829]; 3'-phosphoadenosine 5'-phosphosulfate binding [GO:0050656]; aryl sulfotransferase activity [GO:0004062]; flavonol 3-sulfotransferase activity [GO:0047894]; steroid sulfotransferase activity [GO:0050294]; sulfotransferase activity [GO:0008146]; 3'-phosphoadenosine 5'-phosphosulfate metabolic process [GO:0050427]; amine metabolic process [GO:0009308]; catecholamine metabolic process [GO:0006584]; estrogen metabolic process [GO:0008210]; ethanol catabolic process [GO:0006068]; flavonoid metabolic process [GO:0009812]; sulfation [GO:0051923]; xenobiotic metabolic process [GO:0006805],3'-phosphoadenosine 5'-phosphosulfate binding [GO:0050656]; aryl sulfotransferase activity [GO:0004062]; flavonol 3-sulfotransferase activity [GO:0047894]; steroid sulfotransferase activity [GO:0050294]; sulfotransferase activity [GO:0008146],,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P17988}.,
1,,H3BQX5,H3BQX5_HUMAN,Sulfotransferase (EC 2.8.2.-),SULT1A1,Homo sapiens (Human),169,,,sulfotransferase activity [GO:0008146],sulfotransferase activity [GO:0008146],,,,
2,,H3BRY5,H3BRY5_HUMAN,Sulfotransferase (EC 2.8.2.-),SULT1A1,Homo sapiens (Human),281,,,sulfotransferase activity [GO:0008146],sulfotransferase activity [GO:0008146],,,,
0,"(gene:""CYP2B6"")",P20813,CP2B6_HUMAN,"Cytochrome P450 2B6 (EC 1.14.13.-) (1,4-cineole 2-exo-monooxygenase) (CYPIIB6) (Cytochrome P450 IIB1)",CYP2B6,Homo sapiens (Human),491,cellular ketone metabolic process [GO:0042180]; epoxygenase P450 pathway [GO:0019373]; steroid metabolic process [GO:0008202]; xenobiotic catabolic process [GO:0042178]; xenobiotic metabolic process [GO:0006805],cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231],"cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; anandamide 11,12 epoxidase activity [GO:0062188]; anandamide 14,15 epoxidase activity [GO:0062189]; anandamide 8,9 epoxidase activity [GO:0062187]; arachidonic acid epoxygenase activity [GO:0008392]; estrogen 2-hydroxylase activity [GO:0101021]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]; testosterone 16-alpha-hydroxylase activity [GO:0008390]; testosterone 16-beta-hydroxylase activity [GO:0062184]; cellular ketone metabolic process [GO:0042180]; epoxygenase P450 pathway [GO:0019373]; steroid metabolic process [GO:0008202]; xenobiotic catabolic process [GO:0042178]; xenobiotic metabolic process [GO:0006805]","anandamide 11,12 epoxidase activity [GO:0062188]; anandamide 14,15 epoxidase activity [GO:0062189]; anandamide 8,9 epoxidase activity [GO:0062187]; arachidonic acid epoxygenase activity [GO:0008392]; estrogen 2-hydroxylase activity [GO:0101021]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]; testosterone 16-alpha-hydroxylase activity [GO:0008390]; testosterone 16-beta-hydroxylase activity [GO:0062184]",,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Peripheral membrane protein. Microsome membrane; Peripheral membrane protein.,
1,,M0QZJ2,M0QZJ2_HUMAN,Cytochrome P450 family 2 subfamily B member 6,CYP2B6,Homo sapiens (Human),255,lipid metabolic process [GO:0006629],endoplasmic reticulum membrane [GO:0005789],"endoplasmic reticulum membrane [GO:0005789]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; lipid metabolic process [GO:0006629]","heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",,,,
2,,Q6NWU1,Q6NWU1_HUMAN,Cytochrome P450 (EC 1.14.14.1),CYP2B6,Homo sapiens (Human),491,,endoplasmic reticulum membrane [GO:0005789],endoplasmic reticulum membrane [GO:0005789]; aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506],aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506],,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368046}; Peripheral membrane protein {ECO:0000256|RuleBase:RU368046}. Microsome membrane {ECO:0000256|RuleBase:RU368046}; Peripheral membrane protein {ECO:0000256|RuleBase:RU368046}.,
3,,Q6NWU2,Q6NWU2_HUMAN,Cytochrome P450 (EC 1.14.14.1),CYP2B6,Homo sapiens (Human),491,,endoplasmic reticulum membrane [GO:0005789],endoplasmic reticulum membrane [GO:0005789]; aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506],aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506],,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368046}; Peripheral membrane protein {ECO:0000256|RuleBase:RU368046}. Microsome membrane {ECO:0000256|RuleBase:RU368046}; Peripheral membrane protein {ECO:0000256|RuleBase:RU368046}.,
4,,A0A2R8YFA4,A0A2R8YFA4_HUMAN,Cytochrome P450 family 2 subfamily B member 6,CYP2B6,Homo sapiens (Human),194,,,"heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]","heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",,,,
5,,F2X1A7,F2X1A7_HUMAN,Cytochrome P450 2B6 (EC 1.14.14.1),CYP2B6,Homo sapiens (Human),53,,,aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506],aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506],,,,
6,,F2X1B0,F2X1B0_HUMAN,Cytochrome P450 2B6 (EC 1.14.14.1),CYP2B6,Homo sapiens (Human),53,,,aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506],aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506],,,,
7,,Q9UNX8,Q9UNX8_HUMAN,Cytochrome P450,CYP2B6,Homo sapiens (Human),52,,,,,,,,
0,"(gene:""SULT1A2"")",P50226,ST1A2_HUMAN,Sulfotransferase 1A2 (ST1A2) (EC 2.8.2.1) (Aryl sulfotransferase 2) (Phenol sulfotransferase 2) (Phenol-sulfating phenol sulfotransferase 2) (P-PST 2),SULT1A2 STP2,Homo sapiens (Human),295,3'-phosphoadenosine 5'-phosphosulfate metabolic process [GO:0050427]; amine biosynthetic process [GO:0009309]; catecholamine metabolic process [GO:0006584]; ethanol catabolic process [GO:0006068]; phenol-containing compound metabolic process [GO:0018958]; steroid metabolic process [GO:0008202]; sulfation [GO:0051923]; xenobiotic metabolic process [GO:0006805],cytoplasm [GO:0005737]; cytosol [GO:0005829],cytoplasm [GO:0005737]; cytosol [GO:0005829]; aryl sulfotransferase activity [GO:0004062]; flavonol 3-sulfotransferase activity [GO:0047894]; sulfotransferase activity [GO:0008146]; 3'-phosphoadenosine 5'-phosphosulfate metabolic process [GO:0050427]; amine biosynthetic process [GO:0009309]; catecholamine metabolic process [GO:0006584]; ethanol catabolic process [GO:0006068]; phenol-containing compound metabolic process [GO:0018958]; steroid metabolic process [GO:0008202]; sulfation [GO:0051923]; xenobiotic metabolic process [GO:0006805],aryl sulfotransferase activity [GO:0004062]; flavonol 3-sulfotransferase activity [GO:0047894]; sulfotransferase activity [GO:0008146],,,SUBCELLULAR LOCATION: Cytoplasm.,
1,,E9PKW4,E9PKW4_HUMAN,Sulfotransferase (EC 2.8.2.-),SULT1A2,Homo sapiens (Human),262,,,sulfotransferase activity [GO:0008146],sulfotransferase activity [GO:0008146],,,,
2,,E9PM76,E9PM76_HUMAN,Sulfotransferase (EC 2.8.2.-),SULT1A2,Homo sapiens (Human),221,,,sulfotransferase activity [GO:0008146],sulfotransferase activity [GO:0008146],,,,
3,,E9PKR8,E9PKR8_HUMAN,Sulfotransferase (EC 2.8.2.-),SULT1A2,Homo sapiens (Human),192,,,sulfotransferase activity [GO:0008146],sulfotransferase activity [GO:0008146],,,,
0,"(gene:""CYP2C18"")",P33260,CP2CI_HUMAN,Cytochrome P450 2C18 (EC 1.14.14.1) (CYPIIC18) (Cytochrome P450-6b/29c),CYP2C18,Homo sapiens (Human),490,epoxygenase P450 pathway [GO:0019373]; linoleic acid metabolic process [GO:0043651]; retinoic acid metabolic process [GO:0042573]; retinol metabolic process [GO:0042572]; xenobiotic metabolic process [GO:0006805],cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886],"cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; arachidonic acid epoxygenase activity [GO:0008392]; aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; linoleic acid epoxygenase activity [GO:0071614]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]; oxygen binding [GO:0019825]; retinoic acid 4-hydroxylase activity [GO:0008401]; epoxygenase P450 pathway [GO:0019373]; linoleic acid metabolic process [GO:0043651]; retinoic acid metabolic process [GO:0042573]; retinol metabolic process [GO:0042572]; xenobiotic metabolic process [GO:0006805]","arachidonic acid epoxygenase activity [GO:0008392]; aromatase activity [GO:0070330]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; linoleic acid epoxygenase activity [GO:0071614]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]; oxygen binding [GO:0019825]; retinoic acid 4-hydroxylase activity [GO:0008401]",,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11093772}; Peripheral membrane protein. Microsome membrane {ECO:0000269|PubMed:11093772}; Peripheral membrane protein.,
1,,Q2XN56,Q2XN56_HUMAN,unspecific monooxygenase (EC 1.14.14.1),CYP2C18,Homo sapiens (Human),214,organic acid metabolic process [GO:0006082]; xenobiotic metabolic process [GO:0006805],cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231],"cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]; organic acid metabolic process [GO:0006082]; xenobiotic metabolic process [GO:0006805]","heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]",,,,
0,"(gene:""SULT1A4"")",P0DMN0,ST1A4_HUMAN,Sulfotransferase 1A4 (ST1A4) (EC 2.8.2.1) (Aryl sulfotransferase 1A3/1A4) (Sulfotransferase 1A3/1A4),SULT1A4,Homo sapiens (Human),295,catecholamine metabolic process [GO:0006584]; steroid metabolic process [GO:0008202]; sulfation [GO:0051923],cytoplasm [GO:0005737]; cytosol [GO:0005829],cytoplasm [GO:0005737]; cytosol [GO:0005829]; aryl sulfotransferase activity [GO:0004062]; catecholamine metabolic process [GO:0006584]; steroid metabolic process [GO:0008202]; sulfation [GO:0051923],aryl sulfotransferase activity [GO:0004062],,,SUBCELLULAR LOCATION: Cytoplasm.,
1,,A0A0A6YYL2,A0A0A6YYL2_HUMAN,Sulfotransferase (EC 2.8.2.-),SULT1A4,Homo sapiens (Human),301,,,sulfotransferase activity [GO:0008146],sulfotransferase activity [GO:0008146],,,,
2,,H3BNY7,H3BNY7_HUMAN,Sulfotransferase (EC 2.8.2.-),SULT1A4,Homo sapiens (Human),87,,,sulfotransferase activity [GO:0008146],sulfotransferase activity [GO:0008146],,,,
3,,H3BRT0,H3BRT0_HUMAN,Sulfotransferase (EC 2.8.2.-),SULT1A4 SULT1A3,Homo sapiens (Human),50,,,sulfotransferase activity [GO:0008146],sulfotransferase activity [GO:0008146],,,,
4,,Q2TAB3,Q2TAB3_HUMAN,Sulfotransferase (EC 2.8.2.-),SULT1A4,Homo sapiens (Human),295,sulfation [GO:0051923],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; aryl sulfotransferase activity [GO:0004062]; sulfation [GO:0051923],aryl sulfotransferase activity [GO:0004062],,,,
0,"(gene:""CYP2C19"")",P33261,CP2CJ_HUMAN,Cytochrome P450 2C19 (EC 1.14.14.1) ((R)-limonene 6-monooxygenase) (EC 1.14.14.53) ((S)-limonene 6-monooxygenase) (EC 1.14.14.51) ((S)-limonene 7-monooxygenase) (EC 1.14.14.52) (CYPIIC17) (CYPIIC19) (Cytochrome P450-11A) (Cytochrome P450-254C) (Fenbendazole monooxygenase (4'-hydroxylating)) (EC 1.14.14.75) (Mephenytoin 4-hydroxylase),CYP2C19,Homo sapiens (Human),490,epoxygenase P450 pathway [GO:0019373]; long-chain fatty acid metabolic process [GO:0001676]; monoterpenoid metabolic process [GO:0016098]; omega-hydroxylase P450 pathway [GO:0097267]; steroid metabolic process [GO:0008202]; xenobiotic catabolic process [GO:0042178]; xenobiotic metabolic process [GO:0006805],cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886],"cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; (R)-limonene 6-monooxygenase activity [GO:0052741]; (S)-limonene 6-monooxygenase activity [GO:0018675]; (S)-limonene 7-monooxygenase activity [GO:0018676]; arachidonic acid epoxygenase activity [GO:0008392]; aromatase activity [GO:0070330]; enzyme binding [GO:0019899]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; long-chain fatty acid omega-1 hydroxylase activity [GO:0120319]; monooxygenase activity [GO:0004497]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]; oxygen binding [GO:0019825]; steroid hydroxylase activity [GO:0008395]; epoxygenase P450 pathway [GO:0019373]; long-chain fatty acid metabolic process [GO:0001676]; monoterpenoid metabolic process [GO:0016098]; omega-hydroxylase P450 pathway [GO:0097267]; steroid metabolic process [GO:0008202]; xenobiotic catabolic process [GO:0042178]; xenobiotic metabolic process [GO:0006805]","(R)-limonene 6-monooxygenase activity [GO:0052741]; (S)-limonene 6-monooxygenase activity [GO:0018675]; (S)-limonene 7-monooxygenase activity [GO:0018676]; arachidonic acid epoxygenase activity [GO:0008392]; aromatase activity [GO:0070330]; enzyme binding [GO:0019899]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; long-chain fatty acid omega-1 hydroxylase activity [GO:0120319]; monooxygenase activity [GO:0004497]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]; oxygen binding [GO:0019825]; steroid hydroxylase activity [GO:0008395]",,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Peripheral membrane protein. Microsome membrane; Peripheral membrane protein.,
